[SYS] 2026/06/25 - 10:57:18 | initializing token encoders 
[SYS] 2026/06/25 - 11:02:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:02:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:02:18 | syncing options from database 
[SYS] 2026/06/25 - 11:02:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:02:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:02:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:02:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:02:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:02:48 | 任务进度轮询完成 
[GIN] 2026/06/25 - 11:02:49 | api | 202606250302494968208298268d9d6J0YlPmuf | 200 |   69.688145ms |  112.116.89.159 |    POST /api/user/login
[GIN] 2026/06/25 - 11:02:49 | api | 202606250302496037952498268d9d6WvxUfSuC | 200 |    1.220884ms |  112.116.89.159 |    POST /api/user/login
[SYS] 2026/06/25 - 11:03:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:03:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:03:18 | syncing options from database 
[SYS] 2026/06/25 - 11:03:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:03:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:03:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:03:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:03:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:03:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:04:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:04:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:04:18 | syncing options from database 
[SYS] 2026/06/25 - 11:04:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:04:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:04:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:04:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:04:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:04:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:05:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:05:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:05:18 | syncing options from database 
[SYS] 2026/06/25 - 11:05:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:05:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:05:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:05:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:05:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:05:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:06:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:06:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:06:18 | syncing options from database 
[SYS] 2026/06/25 - 11:06:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:06:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:06:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:06:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:06:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:06:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:07:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:07:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:07:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:07:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:07:18 | syncing options from database 
[SYS] 2026/06/25 - 11:07:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:07:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:07:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:07:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:07:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:07:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:08:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:08:03 | 任务进度轮询完成 
[GIN] 2026/06/25 - 11:08:10 | web | 20260625030810313663228268d9d6Aj0JkrXV | 404 |    1.065845ms |     3.87.27.156 |     GET /api/config
[SYS] 2026/06/25 - 11:08:18 | syncing options from database 
[SYS] 2026/06/25 - 11:08:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:08:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:08:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:08:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:08:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:08:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:09:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:09:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:09:18 | syncing options from database 
[SYS] 2026/06/25 - 11:09:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:09:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:09:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:09:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:09:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:09:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:10:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:10:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:10:18 | syncing options from database 
[SYS] 2026/06/25 - 11:10:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:10:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:10:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:10:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:10:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:10:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:11:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:11:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:11:18 | syncing options from database 
[SYS] 2026/06/25 - 11:11:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:11:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:11:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:11:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:11:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:11:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:12:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:12:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:12:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:12:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:12:18 | syncing options from database 
[SYS] 2026/06/25 - 11:12:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:12:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:12:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:12:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:12:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:12:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:13:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:13:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:13:18 | syncing options from database 
[SYS] 2026/06/25 - 11:13:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:13:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:13:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:13:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:13:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:13:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:14:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:14:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:14:18 | syncing options from database 
[SYS] 2026/06/25 - 11:14:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:14:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:14:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:14:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:14:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:14:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:15:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:15:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:15:18 | syncing options from database 
[SYS] 2026/06/25 - 11:15:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:15:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:15:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:15:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:15:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:15:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:16:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:16:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:16:18 | syncing options from database 
[SYS] 2026/06/25 - 11:16:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:16:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:16:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:16:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:16:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:16:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:17:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:17:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:17:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:17:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:17:18 | syncing options from database 
[SYS] 2026/06/25 - 11:17:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:17:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:17:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:17:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:17:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:17:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:18:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:18:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:18:18 | syncing options from database 
[SYS] 2026/06/25 - 11:18:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:18:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:18:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:18:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:18:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:18:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:19:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:19:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:19:18 | syncing options from database 
[SYS] 2026/06/25 - 11:19:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:19:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:19:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:19:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:19:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:19:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:20:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:20:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:20:18 | syncing options from database 
[SYS] 2026/06/25 - 11:20:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:20:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:20:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:20:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:20:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:20:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:21:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:21:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:21:18 | syncing options from database 
[SYS] 2026/06/25 - 11:21:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:21:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:21:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:21:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:21:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:21:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:22:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:22:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:22:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:22:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:22:18 | syncing options from database 
[SYS] 2026/06/25 - 11:22:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:22:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:22:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:22:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:22:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:22:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:23:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:23:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:23:18 | syncing options from database 
[SYS] 2026/06/25 - 11:23:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:23:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:23:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:23:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:23:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:23:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:24:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:24:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:24:18 | syncing options from database 
[SYS] 2026/06/25 - 11:24:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:24:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:24:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:24:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:24:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:24:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:25:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:25:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:25:18 | syncing options from database 
[SYS] 2026/06/25 - 11:25:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:25:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:25:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:25:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:25:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:25:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:26:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:26:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:26:18 | syncing options from database 
[SYS] 2026/06/25 - 11:26:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:26:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:26:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:26:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:26:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:26:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:27:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:27:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:27:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:27:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:27:18 | syncing options from database 
[SYS] 2026/06/25 - 11:27:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:27:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:27:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:27:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:27:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:27:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:28:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:28:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:28:18 | syncing options from database 
[SYS] 2026/06/25 - 11:28:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:28:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:28:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:28:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:28:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:28:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:29:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:29:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:29:18 | syncing options from database 
[SYS] 2026/06/25 - 11:29:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:29:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:29:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:29:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:29:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:29:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:30:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:30:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:30:18 | syncing options from database 
[SYS] 2026/06/25 - 11:30:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:30:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:30:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:30:33 | 任务进度轮询完成 
[GIN] 2026/06/25 - 11:30:41 | web | 202606250330411154645888268d9d6JnlGiZc2 | 200 |    1.736026ms |     3.130.168.2 |     GET /
[SYS] 2026/06/25 - 11:30:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:30:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:31:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:31:03 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:31:18 | syncing options from database 
[SYS] 2026/06/25 - 11:31:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:31:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:31:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:31:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:31:48 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:31:48 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:32:03 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:32:03 | 任务进度轮询完成 
[GIN] 2026/06/25 - 11:32:04 | web | 202606250332048706286948268d9d65VDiV8DS | 200 |     364.685µs |     3.130.168.2 |     GET /
[SYS] 2026/06/25 - 11:32:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:32:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:32:18 | syncing options from database 
[SYS] 2026/06/25 - 11:32:18 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:32:18 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:32:33 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:32:33 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:32:49 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:32:49 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:33:04 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:33:04 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:33:18 | syncing options from database 
[SYS] 2026/06/25 - 11:33:19 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:33:19 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:33:34 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:33:34 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:33:49 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:33:49 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:34:04 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:34:04 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:34:18 | syncing options from database 
[SYS] 2026/06/25 - 11:34:19 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:34:19 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:34:34 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:34:34 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:34:49 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:34:49 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:35:04 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:35:04 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:35:18 | syncing options from database 
[SYS] 2026/06/25 - 11:35:19 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:35:19 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:35:34 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:35:34 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:35:49 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:35:49 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:36:04 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:36:04 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:36:18 | syncing options from database 
[SYS] 2026/06/25 - 11:36:19 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:36:19 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:36:34 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:36:34 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:36:49 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:36:49 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:37:04 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:37:04 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:37:18 | 正在更新数据看板数据... 
[SYS] 2026/06/25 - 11:37:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/06/25 - 11:37:18 | syncing options from database 
[SYS] 2026/06/25 - 11:37:19 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:37:19 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:37:34 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:37:34 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:37:49 | 任务进度轮询开始 
[SYS] 2026/06/25 - 11:37:49 | 任务进度轮询完成 
[SYS] 2026/06/25 - 11:38:04 | 任务进度轮询开始 
