[SYS] 2026/05/28 - 20:49:57 | initializing token encoders 
[SYS] 2026/05/28 - 21:06:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:06:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:06:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:06:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:06:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:06:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:06:58 | syncing options from database 
[SYS] 2026/05/28 - 21:06:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:06:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:07:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:07:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:07:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:07:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:07:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:07:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:07:58 | syncing options from database 
[SYS] 2026/05/28 - 21:07:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:07:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:08:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:08:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:08:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:08:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:08:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:08:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:08:58 | syncing options from database 
[SYS] 2026/05/28 - 21:08:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:08:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:09:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:09:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:09:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:09:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:09:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:09:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:09:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:09:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:09:58 | syncing options from database 
[SYS] 2026/05/28 - 21:09:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:09:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:10:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:10:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:10:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:10:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:10:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:10:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:10:58 | syncing options from database 
[SYS] 2026/05/28 - 21:10:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:10:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:11:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:11:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:11:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:11:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:11:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:11:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:11:58 | syncing options from database 
[SYS] 2026/05/28 - 21:11:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:11:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:12:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:12:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:12:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:12:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:12:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:12:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:12:58 | syncing options from database 
[SYS] 2026/05/28 - 21:12:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:12:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:13:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:13:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:13:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:13:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:13:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:13:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:13:58 | syncing options from database 
[SYS] 2026/05/28 - 21:13:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:13:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:14:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:14:13 | 任务进度轮询完成 
[GIN] 2026/05/28 - 21:14:25 | web | 202605281314253495517848268d9d69kiK891w | 200 |      59.116µs |   101.251.219.6 |     GET /
[SYS] 2026/05/28 - 21:14:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:14:28 | 任务进度轮询完成 
[ERR] 2026/05/28 - 21:14:34 | 202605281314349573531468268d9d6fxyVzTsB | user 0 | Invalid token 
[GIN] 2026/05/28 - 21:14:34 | relay | 202605281314349573531468268d9d6fxyVzTsB | 401 |     131.742µs |   101.251.219.6 |     GET /v1/models
[SYS] 2026/05/28 - 21:14:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:14:43 | 任务进度轮询完成 
[GIN] 2026/05/28 - 21:14:57 | web | 202605281314579198138488268d9d6pPKUy3w3 | 404 |     117.462µs |   101.251.219.6 |     GET /v1/embeddings
[SYS] 2026/05/28 - 21:14:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:14:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:14:58 | syncing options from database 
[SYS] 2026/05/28 - 21:14:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:14:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:15:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:15:13 | 任务进度轮询完成 
[GIN] 2026/05/28 - 21:15:14 | web | 202605281315148707646008268d9d6V74P3i71 | 404 |      42.893µs |   101.251.219.6 |     GET /v1/completions
[GIN] 2026/05/28 - 21:15:28 | web | 202605281315282141177668268d9d6om9UClk6 | 200 |     251.201µs |   101.251.219.6 |     GET /favicon.ico
[SYS] 2026/05/28 - 21:15:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:15:28 | 任务进度轮询完成 
[GIN] 2026/05/28 - 21:15:37 | web | 202605281315371697689828268d9d6HOslYVoE | 200 |    1.525634ms |   101.251.219.6 |     GET /logo.png
[SYS] 2026/05/28 - 21:15:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:15:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:15:58 | syncing options from database 
[SYS] 2026/05/28 - 21:15:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:15:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:16:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:16:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:16:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:16:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:16:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:16:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:16:58 | syncing options from database 
[SYS] 2026/05/28 - 21:16:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:16:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:17:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:17:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:17:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:17:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:17:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:17:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:17:58 | syncing options from database 
[SYS] 2026/05/28 - 21:17:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:17:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:18:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:18:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:18:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:18:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:18:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:18:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:18:58 | syncing options from database 
[SYS] 2026/05/28 - 21:18:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:18:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:19:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:19:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:19:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:19:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:19:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:19:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:19:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:19:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:19:58 | syncing options from database 
[SYS] 2026/05/28 - 21:19:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:19:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:20:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:20:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:20:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:20:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:20:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:20:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:20:58 | syncing options from database 
[SYS] 2026/05/28 - 21:20:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:20:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:21:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:21:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:21:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:21:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:21:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:21:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:21:58 | syncing options from database 
[SYS] 2026/05/28 - 21:21:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:21:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:22:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:22:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:22:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:22:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:22:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:22:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:22:58 | syncing options from database 
[SYS] 2026/05/28 - 21:22:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:22:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:23:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:23:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:23:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:23:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:23:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:23:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:23:58 | syncing options from database 
[SYS] 2026/05/28 - 21:23:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:23:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:24:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:24:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:24:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:24:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:24:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:24:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:24:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:24:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:24:58 | syncing options from database 
[SYS] 2026/05/28 - 21:24:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:24:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:25:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:25:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:25:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:25:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:25:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:25:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:25:58 | syncing options from database 
[SYS] 2026/05/28 - 21:25:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:25:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:26:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:26:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:26:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:26:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:26:43 | 任务进度轮询开始 
